Genotype,Trait,Year,Location,Rep,Population,Phenotype,Heritability_Source
GEN_013,yield,2022,Citra_FL,1,South,3.9290480650346122,Ferrão et al. 2021
GEN_014,yield,2022,Citra_FL,1,North,0.831875204664164,Ferrão et al. 2021
GEN_015,yield,2022,Citra_FL,1,South,3.1148995076291994,Ferrão et al. 2021
GEN_016,yield,2022,Citra_FL,1,North,1.5926282516835388,Ferrão et al. 2021
GEN_017,yield,2022,Citra_FL,1,North,3.6165561268036663,Ferrão et al. 2021
GEN_018,yield,2022,Citra_FL,1,South,4.191523697817341,Ferrão et al. 2021
GEN_019,yield,2022,Citra_FL,1,North,1.9962211611972582,Ferrão et al. 2021
GEN_020,yield,2022,Citra_FL,1,North,2.7185978038510554,Ferrão et al. 2021
GEN_021,yield,2022,Citra_FL,1,North,5.377335247146376,Ferrão et al. 2021
GEN_022,yield,2022,Citra_FL,1,South,3.0406632940237994,Ferrão et al. 2021
GEN_023,yield,2022,Citra_FL,1,North,2.1250782010759357,Ferrão et al. 2021
GEN_024,yield,2022,Citra_FL,1,South,3.397269565939678,Ferrão et al. 2021
GEN_025,yield,2022,Citra_FL,1,North,2.100222110812232,Ferrão et al. 2021
GEN_026,yield,2022,Citra_FL,1,South,3.607131781336507,Ferrão et al. 2021
GEN_027,yield,2022,Citra_FL,1,North,2.2831342047358385,Ferrão et al. 2021
GEN_028,yield,2022,Citra_FL,1,North,2.777376324441498,Ferrão et al. 2021
GEN_029,yield,2022,Citra_FL,1,North,2.6646479929302065,Ferrão et al. 2021
GEN_030,yield,2022,Citra_FL,1,South,6.742368407752684,Ferrão et al. 2021
GEN_031,yield,2022,Citra_FL,1,North,4.744021586643331,Ferrão et al. 2021
GEN_032,yield,2022,Citra_FL,1,North,3.36802978527597,Ferrão et al. 2021
GEN_033,yield,2022,Citra_FL,1,South,3.3292535074354337,Ferrão et al. 2021
GEN_034,yield,2022,Citra_FL,1,North,2.1433514380685925,Ferrão et al. 2021
GEN_035,yield,2022,Citra_FL,1,South,5.869403823066593,Ferrão et al. 2021
GEN_036,yield,2022,Citra_FL,1,North,5.096524636739592,Ferrão et al. 2021
GEN_037,yield,2022,Citra_FL,1,North,2.5486684568307707,Ferrão et al. 2021
GEN_038,yield,2022,Citra_FL,1,South,3.05724144859218,Ferrão et al. 2021
GEN_039,yield,2022,Citra_FL,1,North,5.1962124584982,Ferrão et al. 2021
GEN_040,yield,2022,Citra_FL,1,North,4.923544140797426,Ferrão et al. 2021
GEN_041,yield,2022,Citra_FL,1,North,1.3305235594096383,Ferrão et al. 2021
GEN_042,yield,2022,Citra_FL,1,South,3.223589836666501,Ferrão et al. 2021
GEN_043,yield,2022,Citra_FL,1,North,3.7025257846790804,Ferrão et al. 2021
GEN_044,yield,2022,Citra_FL,1,North,5.663316973586329,Ferrão et al. 2021
GEN_045,yield,2022,Citra_FL,1,North,3.521966785296583,Ferrão et al. 2021
GEN_046,yield,2022,Citra_FL,1,North,3.820874506594988,Ferrão et al. 2021
GEN_047,yield,2022,Citra_FL,1,South,1.596926179672665,Ferrão et al. 2021
GEN_048,yield,2022,Citra_FL,1,North,2.157644945877518,Ferrão et al. 2021
GEN_049,yield,2022,Citra_FL,1,North,4.814940183560319,Ferrão et al. 2021
GEN_050,yield,2022,Citra_FL,1,South,3.175374972480734,Ferrão et al. 2021
GEN_051,yield,2022,Citra_FL,1,South,1.9994451371249276,Ferrão et al. 2021
GEN_052,yield,2022,Citra_FL,1,North,4.756631627831369,Ferrão et al. 2021
GEN_053,yield,2022,Citra_FL,1,South,2.5959952113849862,Ferrão et al. 2021
GEN_054,yield,2022,Citra_FL,1,North,4.3246579782293795,Ferrão et al. 2021
GEN_055,yield,2022,Citra_FL,1,North,0.2579660150722507,Ferrão et al. 2021
GEN_056,yield,2022,Citra_FL,1,South,3.43119692403113,Ferrão et al. 2021
GEN_057,yield,2022,Citra_FL,1,South,3.119987273268595,Ferrão et al. 2021
GEN_058,yield,2022,Citra_FL,1,North,4.821971478657283,Ferrão et al. 2021
GEN_059,yield,2022,Citra_FL,1,South,4.002665857089058,Ferrão et al. 2021
GEN_060,yield,2022,Citra_FL,1,North,5.159375006979514,Ferrão et al. 2021
GEN_061,yield,2022,Citra_FL,1,North,1.9262677660580338,Ferrão et al. 2021
GEN_062,yield,2022,Citra_FL,1,South,2.0978370344251767,Ferrão et al. 2021
GEN_063,yield,2022,Citra_FL,1,South,3.0926092369215765,Ferrão et al. 2021
GEN_064,yield,2022,Citra_FL,1,North,0.6922172531163358,Ferrão et al. 2021
GEN_065,yield,2022,Citra_FL,1,North,4.568362691205534,Ferrão et al. 2021
GEN_066,yield,2022,Citra_FL,1,North,1.9096619593317619,Ferrão et al. 2021
GEN_067,yield,2022,Citra_FL,1,North,6.504058960887312,Ferrão et al. 2021
GEN_068,yield,2022,Citra_FL,1,North,3.021190487734263,Ferrão et al. 2021
GEN_069,yield,2022,Citra_FL,1,South,2.265941041161846,Ferrão et al. 2021
GEN_070,yield,2022,Citra_FL,1,North,1.519585808693725,Ferrão et al. 2021
GEN_071,yield,2022,Citra_FL,1,North,2.7512691344320714,Ferrão et al. 2021
GEN_072,yield,2022,Citra_FL,1,North,2.8143474829543225,Ferrão et al. 2021
GEN_073,yield,2022,Citra_FL,1,North,2.547858457304719,Ferrão et al. 2021
GEN_074,yield,2022,Citra_FL,1,North,5.319460271491793,Ferrão et al. 2021
GEN_075,yield,2022,Citra_FL,1,North,3.7865926886441272,Ferrão et al. 2021
GEN_076,yield,2022,Citra_FL,1,North,2.5689679761978947,Ferrão et al. 2021
GEN_077,yield,2022,Citra_FL,1,South,4.337647280937023,Ferrão et al. 2021
GEN_078,yield,2022,Citra_FL,1,South,3.9280580758705526,Ferrão et al. 2021
GEN_079,yield,2022,Citra_FL,1,North,4.291802463726793,Ferrão et al. 2021
GEN_080,yield,2022,Citra_FL,1,South,5.6709706949402605,Ferrão et al. 2021
GEN_081,yield,2022,Citra_FL,1,South,4.03289708389229,Ferrão et al. 2021
GEN_082,yield,2022,Citra_FL,1,North,4.610084978417422,Ferrão et al. 2021
GEN_083,yield,2022,Citra_FL,1,North,1.9915572254566944,Ferrão et al. 2021
GEN_084,yield,2022,Citra_FL,1,North,1.2622249956010192,Ferrão et al. 2021
GEN_085,yield,2022,Citra_FL,1,South,0.6190078513189566,Ferrão et al. 2021
GEN_086,yield,2022,Citra_FL,1,South,2.1576427720953815,Ferrão et al. 2021
GEN_087,yield,2022,Citra_FL,1,North,3.7724457440656827,Ferrão et al. 2021
GEN_088,yield,2022,Citra_FL,1,South,4.374080660120835,Ferrão et al. 2021
GEN_089,yield,2022,Citra_FL,1,North,2.165651317584675,Ferrão et al. 2021
GEN_090,yield,2022,Citra_FL,1,South,4.2326485819034225,Ferrão et al. 2021
GEN_091,yield,2022,Citra_FL,1,South,2.6260664111954157,Ferrão et al. 2021
GEN_092,yield,2022,Citra_FL,1,South,1.6456409866543529,Ferrão et al. 2021
GEN_093,yield,2022,Citra_FL,1,South,2.627510345187956,Ferrão et al. 2021
GEN_094,yield,2022,Citra_FL,1,North,4.093688696093066,Ferrão et al. 2021
GEN_095,yield,2022,Citra_FL,1,North,5.01847561735277,Ferrão et al. 2021
GEN_096,yield,2022,Citra_FL,1,North,3.5010785578119124,Ferrão et al. 2021
GEN_097,yield,2022,Citra_FL,1,South,3.173324428214655,Ferrão et al. 2021
GEN_098,yield,2022,Citra_FL,1,South,3.722825995974783,Ferrão et al. 2021
GEN_099,yield,2022,Citra_FL,1,North,4.000573444299039,Ferrão et al. 2021
GEN_100,yield,2022,Citra_FL,1,North,3.086546995610248,Ferrão et al. 2021
GEN_001,yield,2022,Citra_FL,2,North,1.5106311629280365,Ferrão et al. 2021
GEN_002,yield,2022,Citra_FL,2,North,3.0018510564530203,Ferrão et al. 2021
GEN_003,yield,2022,Citra_FL,2,South,3.425853838418046,Ferrão et al. 2021
GEN_004,yield,2022,Citra_FL,2,South,1.5944207287857015,Ferrão et al. 2021
GEN_005,yield,2022,Citra_FL,2,South,2.8558547985729037,Ferrão et al. 2021
GEN_006,yield,2022,Citra_FL,2,North,3.2918046209543927,Ferrão et al. 2021
GEN_007,yield,2022,Citra_FL,2,North,1.273042371209253,Ferrão et al. 2021
GEN_008,yield,2022,Citra_FL,2,South,2.102192834396423,Ferrão et al. 2021
GEN_009,yield,2022,Citra_FL,2,South,0.6411983144475881,Ferrão et al. 2021
GEN_010,yield,2022,Citra_FL,2,South,1.2458805610342347,Ferrão et al. 2021
GEN_011,yield,2022,Citra_FL,2,South,3.583621553413936,Ferrão et al. 2021
GEN_012,yield,2022,Citra_FL,2,North,2.112159983101619,Ferrão et al. 2021
GEN_013,yield,2022,Citra_FL,2,South,1.2866432621840336,Ferrão et al. 2021
GEN_014,yield,2022,Citra_FL,2,North,3.869552865392505,Ferrão et al. 2021
GEN_015,yield,2022,Citra_FL,2,South,4.823398986620321,Ferrão et al. 2021
GEN_016,yield,2022,Citra_FL,2,North,0.480567420834233,Ferrão et al. 2021
GEN_017,yield,2022,Citra_FL,2,North,3.38568866177978,Ferrão et al. 2021
GEN_018,yield,2022,Citra_FL,2,South,3.3387834271517254,Ferrão et al. 2021
GEN_019,yield,2022,Citra_FL,2,North,0.9491694551311392,Ferrão et al. 2021
GEN_020,yield,2022,Citra_FL,2,North,2.3259894138535406,Ferrão et al. 2021
GEN_021,yield,2022,Citra_FL,2,North,4.711761648702099,Ferrão et al. 2021
GEN_022,yield,2022,Citra_FL,2,South,4.450030597884856,Ferrão et al. 2021
GEN_023,yield,2022,Citra_FL,2,North,3.1340706548445167,Ferrão et al. 2021
GEN_024,yield,2022,Citra_FL,2,South,3.627214766032881,Ferrão et al. 2021
GEN_025,yield,2022,Citra_FL,2,North,2.227225629066885,Ferrão et al. 2021
GEN_026,yield,2022,Citra_FL,2,South,5.048899130863343,Ferrão et al. 2021
GEN_027,yield,2022,Citra_FL,2,North,2.1556139499384166,Ferrão et al. 2021
GEN_028,yield,2022,Citra_FL,2,North,1.9407837227687992,Ferrão et al. 2021
GEN_029,yield,2022,Citra_FL,2,North,2.532296991308295,Ferrão et al. 2021
GEN_030,yield,2022,Citra_FL,2,South,3.6970544377153716,Ferrão et al. 2021
GEN_031,yield,2022,Citra_FL,2,North,3.62051327206268,Ferrão et al. 2021
GEN_032,yield,2022,Citra_FL,2,North,1.990265323104487,Ferrão et al. 2021
GEN_033,yield,2022,Citra_FL,2,South,1.5139197381013092,Ferrão et al. 2021
GEN_034,yield,2022,Citra_FL,2,North,2.8898236531941772,Ferrão et al. 2021
GEN_035,yield,2022,Citra_FL,2,South,3.6925984469979425,Ferrão et al. 2021
GEN_036,yield,2022,Citra_FL,2,North,3.7963812351875865,Ferrão et al. 2021
GEN_037,yield,2022,Citra_FL,2,North,4.1801768935650045,Ferrão et al. 2021
GEN_038,yield,2022,Citra_FL,2,South,4.389176575297888,Ferrão et al. 2021
GEN_039,yield,2022,Citra_FL,2,North,4.710503367422272,Ferrão et al. 2021
GEN_040,yield,2022,Citra_FL,2,North,4.00780199536321,Ferrão et al. 2021
GEN_041,yield,2022,Citra_FL,2,North,2.5188355068787036,Ferrão et al. 2021
GEN_042,yield,2022,Citra_FL,2,South,2.296172603960394,Ferrão et al. 2021
GEN_043,yield,2022,Citra_FL,2,North,2.9222865540323935,Ferrão et al. 2021
GEN_044,yield,2022,Citra_FL,2,North,3.1930720920746767,Ferrão et al. 2021
GEN_045,yield,2022,Citra_FL,2,North,4.255786952845965,Ferrão et al. 2021
GEN_046,yield,2022,Citra_FL,2,North,2.253578821439058,Ferrão et al. 2021
GEN_047,yield,2022,Citra_FL,2,South,0.9422276780411623,Ferrão et al. 2021
GEN_048,yield,2022,Citra_FL,2,North,2.0310617059179674,Ferrão et al. 2021
GEN_049,yield,2022,Citra_FL,2,North,3.6775103107026017,Ferrão et al. 2021
GEN_050,yield,2022,Citra_FL,2,South,2.693720352280581,Ferrão et al. 2021
GEN_051,yield,2022,Citra_FL,2,South,1.7168039990938286,Ferrão et al. 2021
GEN_052,yield,2022,Citra_FL,2,North,4.270017054905531,Ferrão et al. 2021
GEN_053,yield,2022,Citra_FL,2,South,0.8850951380905032,Ferrão et al. 2021
GEN_054,yield,2022,Citra_FL,2,North,2.006927231955011,Ferrão et al. 2021
GEN_055,yield,2022,Citra_FL,2,North,1.0683632175181585,Ferrão et al. 2021
GEN_056,yield,2022,Citra_FL,2,South,2.971979132376306,Ferrão et al. 2021
GEN_057,yield,2022,Citra_FL,2,South,2.695488259153011,Ferrão et al. 2021
GEN_058,yield,2022,Citra_FL,2,North,3.656323285206595,Ferrão et al. 2021
GEN_059,yield,2022,Citra_FL,2,South,2.357532656457383,Ferrão et al. 2021
GEN_060,yield,2022,Citra_FL,2,North,5.966968807195764,Ferrão et al. 2021
GEN_061,yield,2022,Citra_FL,2,North,3.049604917220882,Ferrão et al. 2021
GEN_062,yield,2022,Citra_FL,2,South,4.457080043814031,Ferrão et al. 2021
GEN_063,yield,2022,Citra_FL,2,South,0.8471714117930667,Ferrão et al. 2021
GEN_064,yield,2022,Citra_FL,2,North,-0.19295187638925837,Ferrão et al. 2021
GEN_065,yield,2022,Citra_FL,2,North,2.738482006097232,Ferrão et al. 2021
GEN_066,yield,2022,Citra_FL,2,North,2.735193669967053,Ferrão et al. 2021
GEN_067,yield,2022,Citra_FL,2,North,5.032390173474954,Ferrão et al. 2021
GEN_068,yield,2022,Citra_FL,2,North,1.6155937713464876,Ferrão et al. 2021
GEN_069,yield,2022,Citra_FL,2,South,2.0228481184840326,Ferrão et al. 2021
GEN_070,yield,2022,Citra_FL,2,North,3.0511624118625584,Ferrão et al. 2021
GEN_071,yield,2022,Citra_FL,2,North,3.4772259589824834,Ferrão et al. 2021
GEN_072,yield,2022,Citra_FL,2,North,3.4923118381898623,Ferrão et al. 2021
GEN_073,yield,2022,Citra_FL,2,North,3.1654146216885883,Ferrão et al. 2021
GEN_074,yield,2022,Citra_FL,2,North,5.5572326751836965,Ferrão et al. 2021
GEN_075,yield,2022,Citra_FL,2,North,2.731581084800607,Ferrão et al. 2021
GEN_076,yield,2022,Citra_FL,2,North,2.287748423508666,Ferrão et al. 2021
GEN_077,yield,2022,Citra_FL,2,South,3.126080965856664,Ferrão et al. 2021
GEN_078,yield,2022,Citra_FL,2,South,3.386077243206669,Ferrão et al. 2021
GEN_079,yield,2022,Citra_FL,2,North,4.661177077770602,Ferrão et al. 2021
GEN_080,yield,2022,Citra_FL,2,South,5.305713157172527,Ferrão et al. 2021
GEN_081,yield,2022,Citra_FL,2,South,1.7043599880933809,Ferrão et al. 2021
GEN_082,yield,2022,Citra_FL,2,North,3.667280668698783,Ferrão et al. 2021
GEN_083,yield,2022,Citra_FL,2,North,0.2665333959179572,Ferrão et al. 2021
GEN_084,yield,2022,Citra_FL,2,North,2.4453688498548813,Ferrão et al. 2021
GEN_085,yield,2022,Citra_FL,2,South,-0.11595985392615127,Ferrão et al. 2021
GEN_086,yield,2022,Citra_FL,2,South,2.4499332753433394,Ferrão et al. 2021
GEN_087,yield,2022,Citra_FL,2,North,2.0761363437562297,Ferrão et al. 2021
GEN_088,yield,2022,Citra_FL,2,South,3.860900757726912,Ferrão et al. 2021
GEN_089,yield,2022,Citra_FL,2,North,1.3455927626514532,Ferrão et al. 2021
GEN_090,yield,2022,Citra_FL,2,South,4.574799779906773,Ferrão et al. 2021
GEN_091,yield,2022,Citra_FL,2,South,3.692602537840313,Ferrão et al. 2021
GEN_092,yield,2022,Citra_FL,2,South,3.051020646388963,Ferrão et al. 2021
GEN_093,yield,2022,Citra_FL,2,South,4.840642001313027,Ferrão et al. 2021
GEN_094,yield,2022,Citra_FL,2,North,3.634363043700916,Ferrão et al. 2021
GEN_095,yield,2022,Citra_FL,2,North,2.952257089084745,Ferrão et al. 2021
GEN_096,yield,2022,Citra_FL,2,North,3.426488779485747,Ferrão et al. 2021
GEN_097,yield,2022,Citra_FL,2,South,2.2554279563891115,Ferrão et al. 2021
GEN_098,yield,2022,Citra_FL,2,South,3.8323182255863615,Ferrão et al. 2021
GEN_099,yield,2022,Citra_FL,2,North,3.992821584719243,Ferrão et al. 2021
GEN_100,yield,2022,Citra_FL,2,North,4.6422245854719835,Ferrão et al. 2021
GEN_001,yield,2022,Citra_FL,3,North,2.230356208408916,Ferrão et al. 2021
GEN_002,yield,2022,Citra_FL,3,North,1.2635798855403986,Ferrão et al. 2021
GEN_003,yield,2022,Citra_FL,3,South,3.4485804598042287,Ferrão et al. 2021
GEN_004,yield,2022,Citra_FL,3,South,2.0391396198229796,Ferrão et al. 2021
GEN_005,yield,2022,Citra_FL,3,South,4.0755555622809565,Ferrão et al. 2021
GEN_006,yield,2022,Citra_FL,3,North,3.313428230644007,Ferrão et al. 2021
GEN_007,yield,2022,Citra_FL,3,North,2.900543457283086,Ferrão et al. 2021
GEN_008,yield,2022,Citra_FL,3,South,0.5701397530878363,Ferrão et al. 2021
GEN_009,yield,2022,Citra_FL,3,South,1.2177719801093947,Ferrão et al. 2021
GEN_010,yield,2022,Citra_FL,3,South,2.291013204346344,Ferrão et al. 2021
GEN_011,yield,2022,Citra_FL,3,South,2.8678118765143568,Ferrão et al. 2021
GEN_012,yield,2022,Citra_FL,3,North,3.8637325443632164,Ferrão et al. 2021
GEN_013,yield,2022,Citra_FL,3,South,4.752851266539895,Ferrão et al. 2021
GEN_014,yield,2022,Citra_FL,3,North,4.291408050377738,Ferrão et al. 2021
GEN_015,yield,2022,Citra_FL,3,South,4.921386070338764,Ferrão et al. 2021
GEN_016,yield,2022,Citra_FL,3,North,1.4351219568502827,Ferrão et al. 2021
GEN_017,yield,2022,Citra_FL,3,North,3.8088938685832687,Ferrão et al. 2021
GEN_018,yield,2022,Citra_FL,3,South,3.511582491880501,Ferrão et al. 2021
GEN_019,yield,2022,Citra_FL,3,North,2.567259620565346,Ferrão et al. 2021
GEN_020,yield,2022,Citra_FL,3,North,4.655113821856081,Ferrão et al. 2021
GEN_021,yield,2022,Citra_FL,3,North,4.119357004190044,Ferrão et al. 2021
GEN_022,yield,2022,Citra_FL,3,South,3.46485141212683,Ferrão et al. 2021
GEN_023,yield,2022,Citra_FL,3,North,3.7978739144978064,Ferrão et al. 2021
GEN_024,yield,2022,Citra_FL,3,South,3.8514553668632643,Ferrão et al. 2021
GEN_025,yield,2022,Citra_FL,3,North,2.3379124570813272,Ferrão et al. 2021
GEN_026,yield,2022,Citra_FL,3,South,2.877483316421525,Ferrão et al. 2021
GEN_027,yield,2022,Citra_FL,3,North,3.316687066903156,Ferrão et al. 2021
GEN_028,yield,2022,Citra_FL,3,North,4.584987824752272,Ferrão et al. 2021
GEN_029,yield,2022,Citra_FL,3,North,3.3811713047448455,Ferrão et al. 2021
GEN_030,yield,2022,Citra_FL,3,South,4.019384811089154,Ferrão et al. 2021
GEN_031,yield,2022,Citra_FL,3,North,4.180428713116933,Ferrão et al. 2021
GEN_032,yield,2022,Citra_FL,3,North,1.779983405795679,Ferrão et al. 2021
GEN_033,yield,2022,Citra_FL,3,South,2.164675643815038,Ferrão et al. 2021
GEN_034,yield,2022,Citra_FL,3,North,2.02137440301316,Ferrão et al. 2021
GEN_035,yield,2022,Citra_FL,3,South,2.5544841668900946,Ferrão et al. 2021
GEN_036,yield,2022,Citra_FL,3,North,3.7606136092521156,Ferrão et al. 2021
GEN_037,yield,2022,Citra_FL,3,North,1.76294589071758,Ferrão et al. 2021
GEN_038,yield,2022,Citra_FL,3,South,4.21650461245699,Ferrão et al. 2021
GEN_039,yield,2022,Citra_FL,3,North,3.9542635399938737,Ferrão et al. 2021
GEN_040,yield,2022,Citra_FL,3,North,3.430713379216559,Ferrão et al. 2021
GEN_041,yield,2022,Citra_FL,3,North,0.4869618322504601,Ferrão et al. 2021
GEN_042,yield,2022,Citra_FL,3,South,2.5037521528564715,Ferrão et al. 2021
GEN_043,yield,2022,Citra_FL,3,North,2.3557102857940357,Ferrão et al. 2021
GEN_044,yield,2022,Citra_FL,3,North,4.196692376955123,Ferrão et al. 2021
GEN_045,yield,2022,Citra_FL,3,North,2.673463828825657,Ferrão et al. 2021
GEN_046,yield,2022,Citra_FL,3,North,4.411697505721664,Ferrão et al. 2021
GEN_047,yield,2022,Citra_FL,3,South,0.21346493994028948,Ferrão et al. 2021
GEN_048,yield,2022,Citra_FL,3,North,1.3493310166252193,Ferrão et al. 2021
GEN_049,yield,2022,Citra_FL,3,North,4.288839431777172,Ferrão et al. 2021
GEN_050,yield,2022,Citra_FL,3,South,2.1366113633011077,Ferrão et al. 2021
GEN_051,yield,2022,Citra_FL,3,South,3.512113603083718,Ferrão et al. 2021
GEN_052,yield,2022,Citra_FL,3,North,3.160017698741328,Ferrão et al. 2021
GEN_053,yield,2022,Citra_FL,3,South,4.292238156589466,Ferrão et al. 2021
GEN_054,yield,2022,Citra_FL,3,North,2.3447485407666786,Ferrão et al. 2021
GEN_055,yield,2022,Citra_FL,3,North,2.792610580988239,Ferrão et al. 2021
GEN_056,yield,2022,Citra_FL,3,South,3.2768924639756283,Ferrão et al. 2021
GEN_057,yield,2022,Citra_FL,3,South,1.3423352252804295,Ferrão et al. 2021
GEN_058,yield,2022,Citra_FL,3,North,3.125550729102645,Ferrão et al. 2021
GEN_059,yield,2022,Citra_FL,3,South,1.680625605254877,Ferrão et al. 2021
GEN_060,yield,2022,Citra_FL,3,North,5.414792080992585,Ferrão et al. 2021
GEN_061,yield,2022,Citra_FL,3,North,3.282248786175619,Ferrão et al. 2021
GEN_062,yield,2022,Citra_FL,3,South,0.9907027097867112,Ferrão et al. 2021
GEN_063,yield,2022,Citra_FL,3,South,1.8283468404055698,Ferrão et al. 2021
GEN_064,yield,2022,Citra_FL,3,North,1.2879120927884293,Ferrão et al. 2021
GEN_065,yield,2022,Citra_FL,3,North,4.726116304567574,Ferrão et al. 2021
GEN_066,yield,2022,Citra_FL,3,North,2.762437755888259,Ferrão et al. 2021
GEN_067,yield,2022,Citra_FL,3,North,4.727328481085461,Ferrão et al. 2021
GEN_068,yield,2022,Citra_FL,3,North,3.229647512634482,Ferrão et al. 2021
GEN_069,yield,2022,Citra_FL,3,South,2.4525861545036993,Ferrão et al. 2021
GEN_070,yield,2022,Citra_FL,3,North,4.069123819726917,Ferrão et al. 2021
GEN_071,yield,2022,Citra_FL,3,North,1.3317384193375343,Ferrão et al. 2021
GEN_072,yield,2022,Citra_FL,3,North,4.314835567376711,Ferrão et al. 2021
GEN_073,yield,2022,Citra_FL,3,North,0.8906275536089914,Ferrão et al. 2021
GEN_074,yield,2022,Citra_FL,3,North,5.032056663940473,Ferrão et al. 2021
GEN_075,yield,2022,Citra_FL,3,North,3.087255913423082,Ferrão et al. 2021
GEN_076,yield,2022,Citra_FL,3,North,1.4003968264904263,Ferrão et al. 2021
GEN_077,yield,2022,Citra_FL,3,South,3.8281294540504405,Ferrão et al. 2021
GEN_078,yield,2022,Citra_FL,3,South,2.812911977648265,Ferrão et al. 2021
GEN_079,yield,2022,Citra_FL,3,North,5.464889400648459,Ferrão et al. 2021
GEN_080,yield,2022,Citra_FL,3,South,4.927220310595151,Ferrão et al. 2021
GEN_081,yield,2022,Citra_FL,3,South,2.4387349124883997,Ferrão et al. 2021
GEN_082,yield,2022,Citra_FL,3,North,1.8975248780451324,Ferrão et al. 2021
GEN_083,yield,2022,Citra_FL,3,North,2.000754861535571,Ferrão et al. 2021
GEN_084,yield,2022,Citra_FL,3,North,1.5208787014077327,Ferrão et al. 2021
GEN_085,yield,2022,Citra_FL,3,South,3.208420952743495,Ferrão et al. 2021
GEN_086,yield,2022,Citra_FL,3,South,2.709112707627557,Ferrão et al. 2021
GEN_087,yield,2022,Citra_FL,3,North,4.449776229221731,Ferrão et al. 2021
GEN_088,yield,2022,Citra_FL,3,South,2.7566735175329447,Ferrão et al. 2021
GEN_089,yield,2022,Citra_FL,3,North,2.9761451033076325,Ferrão et al. 2021
GEN_090,yield,2022,Citra_FL,3,South,4.362962451065927,Ferrão et al. 2021
GEN_091,yield,2022,Citra_FL,3,South,4.906377198487496,Ferrão et al. 2021
GEN_092,yield,2022,Citra_FL,3,South,4.791099016814934,Ferrão et al. 2021
GEN_093,yield,2022,Citra_FL,3,South,3.5191882374806753,Ferrão et al. 2021
GEN_094,yield,2022,Citra_FL,3,North,2.9776741577259522,Ferrão et al. 2021
GEN_095,yield,2022,Citra_FL,3,North,3.0741194811429473,Ferrão et al. 2021
GEN_096,yield,2022,Citra_FL,3,North,4.796401932128764,Ferrão et al. 2021
GEN_097,yield,2022,Citra_FL,3,South,2.029271683624341,Ferrão et al. 2021
GEN_098,yield,2022,Citra_FL,3,South,3.1839919347266505,Ferrão et al. 2021
GEN_099,yield,2022,Citra_FL,3,North,3.865217405895562,Ferrão et al. 2021
GEN_100,yield,2022,Citra_FL,3,North,5.461927835389654,Ferrão et al. 2021
